Menu,Price,Rating,Review,Category
Coca-Cola 30cl,1.99,4.2,133.0,Bebida
Coca-Cola Zero 30cl,1.99,4.2,133.0,Bebida
Coca-Cola Zero,2.5,4.7,382.0,Bebida
Coca-Cola,2.5,4.7,382.0,Bebida
Coca-Cola 1.5L,3.75,4.7,382.0,Bebida
Coca-Cola,1.8,4.4,151.0,Bebida
Coca-Cola 1L,3.0,4.4,151.0,Bebida
Coca-Cola Zero,1.8,4.4,151.0,Bebida
Coca-Cola 1.5L,3.5,4.4,151.0,Bebida
Coca-Cola Zero 2L,3.99,4.4,151.0,Bebida
Coca-Cola 30cl,2.2,4.2,467.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.2,4.2,467.0,Bebida
Coca-Cola,2.9,4.5,1750.0,Bebida
Coca-Cola,1.9,4.2,258.0,Bebida
Coca-Cola Zero,1.9,4.2,258.0,Bebida
Coca-Cola 33cl,2.5,4.7,295.0,Bebida
Coca-Cola Zero 33cl,2.5,4.7,295.0,Bebida
Coca-Cola 33cl,1.6,4.5,1340.0,Bebida
Coca-Cola Zero 30cl,2.4,3.7,165.0,Bebida
Coca-Cola,1.95,4.8,8920.0,Bebida
Coca-Cola,1.9,4.2,438.0,Bebida
Coca-Cola Zero,1.9,4.2,438.0,Bebida
Coca-Cola,2.0,4.9,42.0,Bebida
Coca-Cola Zero,2.0,4.9,42.0,Bebida
Coca-Cola,2.0,4.5,356.0,Bebida
Coca-Cola 30cl,2.2,4.1,158.0,Bebida
Coca-Cola Zero 30cl,2.2,4.1,158.0,Bebida
Coca-Cola 1L,3.4,4.6,312.0,Bebida
Coca-Cola Zero,1.9,4.6,312.0,Bebida
Coca-Cola,1.9,4.6,312.0,Bebida
Coca-Cola Zero 1L,3.4,4.6,312.0,Bebida
Coca-Cola 33cl,1.8,4.5,7190.0,Bebida
Coca-Cola 1.5L,3.9,4.5,7190.0,Bebida
Coca-Cola 33cl,2.5,4.5,510.0,Bebida
Coca-Cola Zero 33cl,2.5,4.5,510.0,Bebida
Coca-Cola,3.0,4.7,99.0,Bebida
Coca-Cola Zero,3.0,4.7,99.0,Bebida
Coca-Cola Zero,2.25,4.9,44.0,Bebida
Coca-Cola,2.25,4.9,44.0,Bebida
Coca-Cola 33cl,1.8,4.4,1500.0,Bebida
Coca-Cola Zero 33cl,1.8,4.4,1500.0,Bebida
Coca-Cola 33cl,1.6,4.7,2360.0,Bebida
Coca-Cola Sem Açúcar 33cl,1.6,4.7,2360.0,Bebida
Coca-Cola 1.5L,3.25,4.7,2360.0,Bebida
Coca-Cola Sem Açúcar 1.5L,3.25,4.7,2360.0,Bebida
Coca-Cola 33cl,2.0,4.7,248.0,Bebida
Coca-Cola 30cl,2.4,4.4,940.0,Bebida
Coca-Cola 33cl,2.85,4.5,338.0,Bebida
Coca-Cola 33cl,2.85,4.5,338.0,Bebida
Coca-Cola Zero 1.5L,2.95,4.5,1780.0,Bebida
Coca-Cola 1.5L,2.95,4.5,1780.0,Bebida
Coca-Cola 33cl,1.6,4.5,1780.0,Bebida
Coca-Cola 1L,2.5,4.5,1780.0,Bebida
Coca-Cola 1.5L,4.2,4.7,97.0,Bebida
Coca-Cola 33cl,2.3,4.7,720.0,Bebida
Coca-Cola Zero 33cl,2.3,4.7,720.0,Bebida
Coca-Cola,2.2,4.7,910.0,Bebida
Coca-Cola,2.4,4.7,9300.0,Bebida
Coca-Cola Zero,2.4,4.7,9300.0,Bebida
Coca-Cola,2.75,4.4,5550.0,Bebida
Coca-Cola Zero,2.75,4.4,5550.0,Bebida
Coca-Cola Zero 30cl,2.2,4.8,78.0,Bebida
Coca-Cola 30cl,2.2,4.8,78.0,Bebida
Coca-Cola 30cl,2.2,4.8,78.0,Bebida
Coca-Cola Zero,2.0,4.6,1100.0,Bebida
Coca-Cola,2.0,4.6,1100.0,Bebida
Coca-Cola 33cl,1.65,4.6,730.0,Bebida
Coca-Cola Zero 33cl,1.65,4.6,730.0,Bebida
Coca-Cola Zero,3.0,4.7,2880.0,Bebida
Coca-Cola,3.0,4.7,2880.0,Bebida
Coca-Cola,3.0,4.8,1500.0,Bebida
Coca-Cola Zero,3.0,4.8,1500.0,Bebida
Coca-Cola,2.5,4.6,580.0,Bebida
Coca-Cola Zero,2.5,4.6,580.0,Bebida
Coca-Cola Zero,2.84,2.6,124.0,Bebida
Coca-Cola,2.9,2.6,124.0,Bebida
Coca-Cola 1.5L,4.45,2.6,124.0,Bebida
Coca-Cola Zero 1.5L,4.3,2.6,124.0,Bebida
Coca-Cola Zero,2.84,2.6,72.0,Bebida
Coca-Cola,2.9,2.6,72.0,Bebida
Coca-Cola 1.5L,4.45,2.6,72.0,Bebida
Coca-Cola Zero 1.5L,4.35,2.6,72.0,Bebida
Coca-Cola,2.9,2.6,258.0,Bebida
Coca-Cola 1.5L,0.0,2.6,258.0,Bebida
Coca-Cola Zero 1.5L,4.3,2.6,258.0,Bebida
Coca-Cola Zero,2.84,2.6,258.0,Bebida
Coca-Cola 1.5L,4.5,3.2,105.0,Bebida
Coca-Cola,2.9,3.2,105.0,Bebida
Coca-Cola Zero 1.5L,4.5,3.2,105.0,Bebida
Coca-Cola Zero,2.84,3.2,105.0,Bebida
Coca-Cola 1L,2.99,4.6,500.0,Bebida
Coca-Cola Zero 1.5L,3.49,4.6,500.0,Bebida
Coca-Cola 1.5L,3.49,4.6,500.0,Bebida
Coca-Cola,1.99,4.6,500.0,Bebida
Coca-Cola Sem Açúcar,1.99,4.6,500.0,Bebida
Coca-Cola Sem Açúcar 1L,2.99,4.6,500.0,Bebida
Coca-Cola 1L,2.99,4.4,339.0,Bebida
Coca-Cola,1.99,4.4,339.0,Bebida
Coca-Cola Sem Açúcar 1L,2.99,4.4,339.0,Bebida
Coca-Cola Sem Açúcar 1.5L,3.49,4.4,339.0,Bebida
Coca-Cola 1.5L,3.49,4.4,339.0,Bebida
Coca-Cola Sem Açúcar,1.99,4.4,339.0,Bebida
Coca-Cola Zero,2.3,4.6,1420.0,Bebida
Coca-Cola,2.3,4.6,1420.0,Bebida
Coca-Cola 30cl,1.99,4.6,34.0,Bebida
Coca-Cola Zero 30cl,1.99,4.6,34.0,Bebida
Coca-Cola 1.5L,3.49,4.6,34.0,Bebida
Coca-Cola Sem Açúcar 1.5L,3.49,4.6,34.0,Bebida
Coca-Cola 1L,2.99,4.6,34.0,Bebida
Coca-Cola Sem Açúcar 1L,2.99,4.6,34.0,Bebida
Coca-Cola,1.9,4.7,580.0,Bebida
Coca-Cola Zero,1.9,4.7,580.0,Bebida
Coca-Cola,3.5,4.8,221.0,Bebida
Coca-Cola,3.0,4.1,43.0,Bebida
Coca-Cola 1.5L,4.5,4.1,43.0,Bebida
Coca-Cola 30cl,1.8,4.1,43.0,Bebida
Coca-Cola 33cl,2.1,4.6,1800.0,Bebida
Coca-Cola Zero 33cl,2.1,4.6,1800.0,Bebida
Coca-Cola 30cl,2.0,4.8,37.0,Bebida
Coca-Cola Zero 1.5L,3.5,4.8,37.0,Bebida
Coca-Cola 33cl,2.5,4.5,439.0,Bebida
Coca-Cola Zero 33cl,2.5,4.5,439.0,Bebida
Coca-Cola,2.0,4.2,87.0,Bebida
Coca-Cola Zero,2.0,4.2,87.0,Bebida
Coca-Cola,2.0,4.4,13.0,Bebida
Coca-Cola,2.0,4.4,13.0,Bebida
Coca-Cola,1.7,4.6,39.0,Bebida
Coca-Cola Zero,1.7,4.6,39.0,Bebida
Coca-Cola,1.6,4.9,11.0,Bebida
Coca-Cola Zero 33cl,1.5,4.9,11.0,Bebida
Coca-Cola Zero 30cl,1.2,4.7,14.0,Bebida
Coca-Cola 30cl,1.2,4.7,14.0,Bebida
Coca-Cola,2.0,4.8,24.0,Bebida
Coca-Cola Zero,2.0,4.8,24.0,Bebida
Coca-Cola Zero 33cl,2.3,4.5,89.0,Bebida
Coca-Cola 33cl,2.3,4.5,89.0,Bebida
Coca-Cola Zero,2.0,4.8,170.0,Bebida
Coca-Cola,2.0,4.8,170.0,Bebida
Coca-Cola,2.5,4.4,22.0,Bebida
Coca-Cola,2.5,4.4,870.0,Bebida
Coca-Cola 33cl,1.99,3.7,125.0,Bebida
Coca-Cola Zero 33cl,1.99,3.7,125.0,Bebida
Coca-Cola,3.9,4.8,163.0,Bebida
Coca-Cola Zero,3.9,4.8,163.0,Bebida
Coca-Cola 30cl,1.7,4.8,17.0,Bebida
Coca-Cola Sem Açúcar 30cl,1.7,4.8,17.0,Bebida
Coca-Cola 1L,3.99,4.8,17.0,Bebida
Coca-Cola 1.5L,3.0,4.8,17.0,Bebida
Coca-Cola 2L,3.5,4.8,17.0,Bebida
Coca-Cola Zero 33cl,2.0,4.7,302.0,Bebida
Coca-Cola 33cl,2.0,4.7,302.0,Bebida
Coca-Cola,2.0,4.7,660.0,Bebida
Coca-Cola Zero,2.0,4.7,660.0,Bebida
Coca-Cola 30cl,1.7,3.8,69.0,Bebida
Coca-Cola Zero 30cl,1.7,3.8,69.0,Bebida
Coca-Cola 1L,2.5,3.8,69.0,Bebida
Coca-Cola Zero,1.99,3.8,69.0,Bebida
Coca-Cola 1L,2.5,3.8,69.0,Bebida
Coca-Cola Zero 1L,2.5,3.8,69.0,Bebida
Coca-Cola 33cl,1.99,3.8,69.0,Bebida
Coca-Cola Zero 1L,2.5,3.8,69.0,Bebida
Coca-Cola Zero 1.5L,5.3,4.5,920.0,Bebida
Coca-Cola 1.5L,5.3,4.5,920.0,Bebida
Coca-Cola 33cl,3.9,4.5,920.0,Bebida
Coca-Cola Zero 33cl,3.9,4.5,920.0,Bebida
Coca-Cola 30cl,2.75,4.6,12.0,Bebida
Coca-Cola Zero,2.5,4.5,2740.0,Bebida
Coca-Cola,2.5,4.5,2740.0,Bebida
Coca-Cola,2.0,3.5,45.0,Bebida
Coca-Cola Zero,2.0,3.5,45.0,Bebida
Coca-Cola 33cl,2.2,4.5,111.0,Bebida
Coca-Cola Zero 33cl,2.2,4.5,111.0,Bebida
Coca-Cola,1.8,4.7,20.0,Bebida
Coca-Cola,1.8,4.7,20.0,Bebida
Coca-Cola,3.0,4.7,4570.0,Bebida
Coca-Cola Zero,3.0,4.7,4570.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.5,4.6,209.0,Bebida
Coca-Cola Zero,4.0,4.8,2570.0,Bebida
Coca-Cola Zero,2.5,4.7,620.0,Bebida
Coca-Cola,2.5,4.7,620.0,Bebida
Coca-Cola Zero,2.5,4.5,4180.0,Bebida
Coca-Cola,2.5,4.5,4180.0,Bebida
Coca-Cola,2.9,4.7,1320.0,Bebida
Coca-Cola Zero,2.9,4.7,1320.0,Bebida
Coca-Cola,2.8,4.7,287.0,Bebida
Coca-Cola 33cl,1.8,4.2,236.0,Bebida
Coca-Cola Zero 33cl,1.8,4.2,236.0,Bebida
Coca-Cola 30cl,2.0,4.7,630.0,Bebida
Coca-Cola Zero,1.99,4.2,42.0,Bebida
Coca-Cola,1.99,4.2,42.0,Bebida
Coca-Cola,2.6,4.6,1060.0,Bebida
Coca-Cola Zero,2.6,4.6,1060.0,Bebida
Coca-Cola 33cl,2.2,4.2,1140.0,Bebida
Coca-Cola Zero,1.8,3.6,23.0,Bebida
Coca-Cola,1.8,3.6,23.0,Bebida
Coca-Cola,4.0,3.6,23.0,Bebida
Coca-Cola Zero,4.0,3.6,23.0,Bebida
Coca-Cola 30cl,2.05,4.7,4250.0,Bebida
Coca-Cola Sem Açúcar,2.05,4.7,4250.0,Bebida
Coca-Cola 33cl,2.8,4.6,1560.0,Bebida
Coca-Cola,1.7,4.7,660.0,Bebida
Coca-Cola Zero 33cl,1.65,4.7,660.0,Bebida
Coca-Cola 30cl,1.7,4.5,485.0,Bebida
Coca-Cola Sem Açúcar 30cl,1.7,4.5,485.0,Bebida
Coca-Cola,2.1,4.8,540.0,Bebida
Coca-Cola,2.1,4.6,163.0,Bebida
Coca-Cola 1.5L,3.9,4.6,163.0,Bebida
Coca-Cola Zero,2.1,4.6,163.0,Bebida
Coca-Cola Zero,1.95,4.4,396.0,Bebida
Coca-Cola,1.95,4.4,396.0,Bebida
Coca-Cola,2.2,4.6,1290.0,Bebida
Coca-Cola 30cl,2.7,4.4,161.0,Bebida
Coca-Cola Zero 30cl,2.7,4.4,161.0,Bebida
Coca-Cola Sem Açúcar 30cl,3.0,4.6,412.0,Bebida
Coca-Cola 30cl,3.0,4.6,412.0,Bebida
Coca-Cola,1.8,4.8,292.0,Bebida
Coca-Cola Zero,1.8,4.8,292.0,Bebida
Coca-Cola,4.0,4.7,2450.0,Bebida
Coca-Cola Zero,4.0,4.7,2450.0,Bebida
Coca-Cola,2.4,4.7,3880.0,Bebida
Coca-Cola Zero,2.4,4.7,3880.0,Bebida
Coca-Cola Zero,3.5,4.7,930.0,Bebida
Coca-Cola,3.5,4.7,930.0,Bebida
Coca-Cola Zero 33cl,2.0,4.0,66.0,Bebida
Coca-Cola 33cl,2.0,4.0,66.0,Bebida
Coca-Cola,1.9,4.6,108.0,Bebida
Coca-Cola 33cl,1.75,4.3,83.0,Bebida
Coca-Cola Zero 33cl,1.75,4.3,83.0,Bebida
Coca-Cola,1.6,4.7,47.0,Bebida
Coca-Cola Zero,1.6,4.7,47.0,Bebida
Coca-Cola,2.2,4.4,173.0,Bebida
Coca-Cola 1L,2.9,4.4,164.0,Bebida
Coca-Cola,2.6,4.4,164.0,Bebida
Coca-Cola Zero,2.6,4.4,164.0,Bebida
Coca-Cola Zero 1L,2.9,4.4,164.0,Bebida
Coca-Cola Zero 1.5L,3.0,4.8,3330.0,Bebida
Coca-Cola 33cl,1.9,4.8,3330.0,Bebida
Coca-Cola 1.5L,3.0,4.8,3330.0,Bebida
Coca-Cola Zero 33cl,1.9,4.8,3330.0,Bebida
Coca-Cola,2.5,4.5,980.0,Bebida
Coca-Cola Zero,2.5,4.5,980.0,Bebida
Coca-Cola Zero 33cl,3.2,4.7,590.0,Bebida
Coca-Cola 33cl,3.2,4.7,590.0,Bebida
Coca-Cola Zero,3.5,4.8,1350.0,Bebida
Coca-Cola,3.5,4.8,1350.0,Bebida
Coca-Cola,2.2,4.4,136.0,Bebida
Coca-Cola Zero,2.2,4.4,136.0,Bebida
Coca-Cola 33cl,2.0,4.8,5650.0,Bebida
Coca-Cola Zero 33cl,2.0,4.8,5650.0,Bebida
Coca-Cola,3.0,4.7,275.0,Bebida
Coca-Cola Zero,3.0,4.7,275.0,Bebida
Coca-Cola Zero,2.5,4.6,880.0,Bebida
Coca-Cola,2.6,4.6,880.0,Bebida
Coca-Cola Zero,1.95,4.7,1360.0,Bebida
Coca-Cola,1.95,4.7,1360.0,Bebida
Coca-Cola 33cl,1.8,4.4,61.0,Bebida
Coca-Cola Zero 33cl,1.8,4.4,61.0,Bebida
Coca-Cola 33cl,2.0,4.6,690.0,Bebida
Coca-Cola Zero 33cl,2.0,4.6,690.0,Bebida
Coca-Cola Zero 1.5L,3.8,4.6,690.0,Bebida
Coca-Cola 1.5L,3.8,4.6,690.0,Bebida
Coca-Cola 20cl,2.4,4.7,540.0,Bebida
Coca-Cola,2.0,4.9,38.0,Bebida
Coca-Cola Zero,2.0,4.9,38.0,Bebida
Coca-Cola 33cl,2.8,4.4,71.0,Bebida
Coca-Cola Zero 33cl,2.8,4.4,71.0,Bebida
Coca-Cola Zero,2.4,4.9,105.0,Bebida
Coca-Cola,2.4,4.9,105.0,Bebida
Coca-Cola Zero,2.8,4.5,239.0,Bebida
Coca-Cola,2.8,4.5,239.0,Bebida
Coca-Cola,2.8,4.7,41.0,Bebida
Coca-Cola Zero,2.8,4.7,41.0,Bebida
Coca-Cola,2.5,4.9,11.0,Bebida
Coca-Cola Zero,2.5,4.9,11.0,Bebida
Coca-Cola,1.95,4.6,402.0,Bebida
Coca-Cola,2.0,4.5,700.0,Bebida
Coca-Cola Zero,2.0,4.5,700.0,Bebida
Coca-Cola Zero 30cl,2.3,4.7,100.0,Bebida
Coca-Cola 30cl,2.3,4.7,100.0,Bebida
Coca-Cola,1.5,3.9,51.0,Bebida
Coca-Cola Zero,1.5,3.9,51.0,Bebida
Coca-Cola 33cl,2.29,4.4,275.0,Bebida
Coca-Cola Zero 33cl,2.29,4.4,275.0,Bebida
Coca-Cola,1.7,4.6,93.0,Bebida
Coca-Cola Zero,1.7,4.6,93.0,Bebida
Coca-Cola 30cl,2.5,4.8,42.0,Bebida
Coca-Cola Zero 30cl,2.5,4.8,42.0,Bebida
Coca-Cola Zero 33cl,2.5,4.7,3850.0,Bebida
Coca-Cola 33cl,2.5,4.7,3850.0,Bebida
Coca-Cola Zero,2.9,4.6,2690.0,Bebida
Coca-Cola,2.9,4.6,2690.0,Bebida
Coca-Cola Zero,1.7,4.4,137.0,Bebida
Coca-Cola,1.7,4.4,137.0,Bebida
Coca-Cola,3.0,4.6,3340.0,Bebida
Coca-Cola Zero,3.0,4.6,3340.0,Bebida
Coca-Cola Zero,3.5,4.7,630.0,Bebida
Coca-Cola Zero,2.5,4.7,322.0,Bebida
Coca-Cola,3.5,4.7,322.0,Bebida
Coca-Cola 33cl,2.0,4.8,295.0,Bebida
Coca-Cola Zero 33cl,2.0,4.8,295.0,Bebida
Coca-Cola 33cl,2.0,4.7,101.0,Bebida
Coca-Cola 1L,3.9,4.8,113.0,Bebida
Coca-Cola Zero 1L,3.9,4.8,113.0,Bebida
Coca-Cola 33cl,2.7,4.8,113.0,Bebida
Coca-Cola Zero 33cl,2.7,4.8,113.0,Bebida
Coca-Cola 33cl,3.0,4.7,417.0,Bebida
Coca-Cola Zero 33cl,3.0,4.7,417.0,Bebida
Coca-Cola Zero 33cl,1.8,4.7,101.0,Bebida
Coca-Cola 33cl,1.8,4.7,101.0,Bebida
Coca-Cola 33cl,1.8,4.5,267.0,Bebida
Coca-Cola Zero 33cl,1.8,4.5,267.0,Bebida
Coca-Cola,2.95,4.5,216.0,Bebida
Coca-Cola 33cl,2.2,4.5,2400.0,Bebida
Coca-Cola 33cl,1.8,4.3,530.0,Bebida
Coca-Cola 1.5L,2.99,4.3,530.0,Bebida
Coca-Cola Zero 33cl,1.8,4.3,530.0,Bebida
Coca-Cola 1L,2.8,4.3,530.0,Bebida
Coca-Cola,2.5,4.6,550.0,Bebida
Coca-Cola Zero,2.5,4.6,550.0,Bebida
Coca-Cola 33cl,1.8,4.7,3600.0,Bebida
Coca-Cola Zero 33cl,1.8,4.7,3600.0,Bebida
Coca-Cola Zero 33cl,2.2,4.8,1520.0,Bebida
Coca-Cola 33cl,2.2,4.8,1520.0,Bebida
Coca-Cola Zero,2.0,4.7,2160.0,Bebida
Coca-Cola Zero,2.6,4.7,4220.0,Bebida
Coca-Cola,2.6,4.7,4220.0,Bebida
Coca-Cola,2.8,4.6,1030.0,Bebida
Coca-Cola,2.5,4.6,6310.0,Bebida
Coca-Cola Zero,2.5,4.6,6310.0,Bebida
Coca-Cola,1.99,4.4,134.0,Bebida
Coca-Cola Zero,1.99,4.4,134.0,Bebida
Coca-Cola,2.5,4.7,2330.0,Bebida
Coca-Cola Zero,2.5,4.7,2330.0,Bebida
Coca-Cola,1.9,4.8,410.0,Bebida
Coca-Cola Zero,2.0,4.8,1570.0,Bebida
Coca-Cola 33cl,2.0,4.8,1570.0,Bebida
Coca-Cola,2.9,4.7,1610.0,Bebida
Coca-Cola 30cl,2.4,4.2,74.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.4,4.2,74.0,Bebida
Coca-Cola Zero,1.85,4.8,176.0,Bebida
Coca-Cola,1.85,4.8,176.0,Bebida
Coca-Cola,3.0,4.7,870.0,Bebida
Coca-Cola Zero,3.0,4.7,870.0,Bebida
Coca-Cola,1.9,4.6,201.0,Bebida
Coca-Cola Zero,1.9,4.6,201.0,Bebida
Coca-Cola Zero,3.5,4.6,201.0,Bebida
Coca-Cola,1.5,4.4,120.0,Bebida
Coca-Cola Zero,1.5,4.4,120.0,Bebida
Coca-Cola,2.6,4.7,850.0,Bebida
Coca-Cola 33cl,3.0,2.7,12.0,Bebida
Coca-Cola,2.4,4.7,135.0,Bebida
Coca-Cola Zero,2.4,4.7,135.0,Bebida
Coca-Cola 33cl,1.8,4.6,51.0,Bebida
Coca-Cola Zero 33cl,1.8,4.6,51.0,Bebida
Coca-Cola 1L,2.8,4.6,51.0,Bebida
Coca-Cola,2.0,4.8,39.0,Bebida
Coca-Cola Zero,2.0,4.8,39.0,Bebida
Coca-Cola,2.9,4.7,4600.0,Bebida
Coca-Cola Zero,2.9,4.7,4600.0,Bebida
Coca-Cola 1.5L,3.5,4.7,1340.0,Bebida
Coca-Cola,2.0,4.7,1340.0,Bebida
Coca-Cola Zero,2.0,4.7,1340.0,Bebida
Coca-Cola,3.0,4.6,2630.0,Bebida
Coca-Cola Zero,3.0,4.6,2630.0,Bebida
Coca-Cola,1.9,4.5,328.0,Bebida
Coca-Cola,2.25,4.5,32.0,Bebida
Coca-Cola Zero,2.25,4.5,32.0,Bebida
Coca-Cola Zero,2.5,4.6,2460.0,Bebida
Coca-Cola,2.5,4.6,2460.0,Bebida
Coca-Cola 1L,3.49,4.6,790.0,Bebida
Coca-Cola 30cl,2.49,4.6,790.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.49,4.6,790.0,Bebida
Coca-Cola Zero 1.5L,3.99,4.6,790.0,Bebida
Coca-Cola 1.5L,3.99,4.6,790.0,Bebida
Coca-Cola Zero 1L,3.49,4.6,790.0,Bebida
Coca-Cola,2.5,4.8,570.0,Bebida
Coca-Cola Zero,2.5,4.8,570.0,Bebida
Coca-Cola Zero,2.9,4.5,364.0,Bebida
Coca-Cola,2.9,4.5,364.0,Bebida
Coca-Cola,2.4,4.6,194.0,Bebida
Coca-Cola 30cl,2.0,4.4,293.0,Bebida
Coca-Cola Zero 30cl,2.0,4.4,293.0,Bebida
Coca-Cola 33cl,1.9,3.8,50.0,Bebida
Coca-Cola Zero 33cl,2.0,4.6,8710.0,Bebida
Coca-Cola 33cl,2.0,4.6,8710.0,Bebida
Coca-Cola Zero 33cl,2.1,4.6,1400.0,Bebida
Coca-Cola 33cl,2.1,4.6,1400.0,Bebida
Coca-Cola 1L,4.3,4.6,1400.0,Bebida
Coca-Cola,2.0,4.7,1140.0,Bebida
Coca-Cola Zero,2.0,4.7,1140.0,Bebida
Coca-Cola 33cl,2.2,4.8,167.0,Bebida
Coca-Cola Zero 33cl,2.2,4.8,167.0,Bebida
Coca-Cola,3.0,4.5,3210.0,Bebida
Coca-Cola Zero,3.0,4.5,3210.0,Bebida
Coca-Cola 33cl,2.0,4.7,217.0,Bebida
Coca-Cola Zero 33cl,2.0,4.7,217.0,Bebida
Coca-Cola 30cl,2.0,4.4,139.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.0,4.4,139.0,Bebida
Coca-Cola 1.5L,3.99,4.4,139.0,Bebida
Coca-Cola 2L,4.49,4.4,139.0,Bebida
Coca-Cola 33cl,2.0,4.3,2290.0,Bebida
Coca-Cola Zero,2.5,4.3,2290.0,Bebida
Coca-Cola 1.75L,4.5,4.3,2290.0,Bebida
Coca-Cola Zero 33cl,2.0,4.3,2290.0,Bebida
Coca-Cola,2.5,4.3,2290.0,Bebida
Coca-Cola Zero 1L,3.5,4.3,2290.0,Bebida
Coca-Cola 1L,3.5,4.3,2290.0,Bebida
Coca-Cola 1.75L,4.5,4.3,2290.0,Bebida
Coca-Cola 30cl,1.7,4.6,590.0,Bebida
Coca-Cola Sem Açúcar 30cl,1.7,4.6,590.0,Bebida
Coca-Cola 33cl,2.3,3.5,14.0,Bebida
Coca-Cola Zero 33cl,2.3,3.5,14.0,Bebida
Coca-Cola,1.8,4.6,100.0,Bebida
Coca-Cola Zero,2.84,2.6,66.0,Bebida
Coca-Cola,2.9,2.6,66.0,Bebida
Coca-Cola Zero 1.5L,4.3,2.6,66.0,Bebida
Coca-Cola 1.5L,4.45,2.6,66.0,Bebida
Coca-Cola 33cl,1.8,4.8,1720.0,Bebida
Coca-Cola,2.2,4.9,121.0,Bebida
Coca-Cola Zero,2.2,4.9,121.0,Bebida
Coca-Cola 30cl,2.0,4.6,65.0,Bebida
Coca-Cola Zero 30cl,1.49,4.6,65.0,Bebida
Coca-Cola Zero,2.1,4.7,160.0,Bebida
Coca-Cola,2.1,4.7,160.0,Bebida
Coca-Cola 33cl,2.2,4.7,11.0,Bebida
Coca-Cola Zero 33cl,2.2,4.7,11.0,Bebida
Coca-Cola,2.0,4.4,74.0,Bebida
Coca-Cola Zero,2.0,4.4,74.0,Bebida
Coca-Cola Zero,2.84,2.7,46.0,Bebida
Coca-Cola,2.9,2.7,46.0,Bebida
Coca-Cola Zero 1.5L,4.3,2.7,46.0,Bebida
Coca-Cola 1.5L,4.45,2.7,46.0,Bebida
Coca-Cola 30cl,2.0,4.2,13.0,Bebida
Coca-Cola Zero 30cl,2.0,4.2,13.0,Bebida
Coca-Cola,3.2,3.2,17.0,Bebida
Coca-Cola,3.3,3.2,17.0,Bebida
Coca-Cola Zero,2.1,4.6,408.0,Bebida
Coca-Cola Zero,2.84,3.1,112.0,Bebida
Coca-Cola,2.9,3.1,112.0,Bebida
Coca-Cola,4.45,3.1,112.0,Bebida
Coca-Cola Zero 1.5L,4.3,3.1,112.0,Bebida
Coca-Cola,2.1,4.6,1010.0,Bebida
Coca-Cola Zero,2.1,4.6,1010.0,Bebida
Coca-Cola Zero,2.1,4.4,188.0,Bebida
Coca-Cola Zero,2.1,4.7,173.0,Bebida
Coca-Cola,2.9,4.1,50.0,Bebida
Coca-Cola Zero,2.84,4.1,50.0,Bebida
Coca-Cola Zero 1.5L,4.3,4.1,50.0,Bebida
Coca-Cola 1.5L,4.45,4.1,50.0,Bebida
Coca-Cola 30cl,2.0,4.3,77.0,Bebida
Coca-Cola Sem Açúcar 30cl,2.0,4.3,77.0,Bebida
Coca-Cola 33cl,1.7,4.8,62.0,Bebida
Coca-Cola Zero 33cl,1.7,4.8,62.0,Bebida
Coca-Cola Zero 33cl,2.6,4.5,24.0,Bebida
Coca-Cola 33cl,2.6,4.5,24.0,Bebida
Coca-Cola,1.95,4.3,14.0,Bebida
Coca-Cola Zero 33cl,2.5,4.8,870.0,Bebida
Coca-Cola 33cl,2.5,4.8,870.0,Bebida
Coca-Cola 1.5L,3.7,4.6,1980.0,Bebida
Coca-Cola,2.4,4.6,1980.0,Bebida
Coca-Cola Light,2.4,4.6,1980.0,Bebida
Coca-Cola,2.0,4.5,232.0,Bebida
Coca-Cola Zero,2.0,4.5,232.0,Bebida
Coca-Cola,2.0,4.4,780.0,Bebida
Coca-Cola Zero,2.0,4.4,780.0,Bebida
Coca-Cola,2.5,4.1,24.0,Bebida
Coca-Cola Zero,2.5,4.1,24.0,Bebida
Coca-Cola 33cl,1.8,4.4,890.0,Bebida
Coca-Cola Zero 33cl,1.8,4.4,890.0,Bebida
Coca-Cola 1L,2.99,4.4,890.0,Bebida
Coca-Cola 1.5L,3.49,4.4,890.0,Bebida
Coca-Cola,1.5,4.5,65.0,Bebida
Coca-Cola Zero 33cl,1.5,4.5,65.0,Bebida
Coca-Cola 33cl,2.5,4.5,51.0,Bebida
Coca-Cola Zero 33cl,2.5,4.5,51.0,Bebida
Coca-Cola 33cl,2.0,4.6,219.0,Bebida
Coca-Cola Zero 33cl,2.0,4.6,219.0,Bebida
Coca-Cola 1L,3.0,4.6,219.0,Bebida
Coca-Cola Zero 1L,3.0,4.6,219.0,Bebida
Coca-Cola Zero,2.5,4.5,2150.0,Bebida
Coca-Cola,2.5,4.5,2150.0,Bebida
Coca-Cola,2.5,4.8,277.0,Bebida
Coca-Cola,2.5,4.8,277.0,Bebida
Coca-Cola,1.8,4.5,580.0,Bebida
Coca-Cola Zero,1.8,4.5,580.0,Bebida
Coca-Cola,3.0,4.6,15.0,Bebida
